Source User,Category,Count
example_domain\joshua.haney,job-search,4
example_domain\joshua.haney,not-resolved,2
example_domain\joshua.haney,,2
example_domain\joshua.haney,music,2
example_domain\joshua.haney,internet-communications-and-telephony,2
example_domain\joshua.haney,social-networking,1
example_domain\joshua.haney,games,1
example_domain\robert.bates,computer-and-internet-info,222579
example_domain\robert.bates,job-search,11571
example_domain\robert.bates,business-and-economy,5405
example_domain\robert.bates,search-engines,3319
example_domain\robert.bates,internet-communications-and-telephony,3264
example_domain\robert.bates,web-advertisements,2976
example_domain\robert.bates,entertainment-and-arts,2074
example_domain\robert.bates,content-delivery-networks,611
example_domain\robert.bates,stock-advice-and-tools,233
example_domain\robert.bates,training-and-tools,140
example_domain\robert.bates,news,140
example_domain\robert.bates,reference-and-research,63
example_domain\robert.bates,travel,52
example_domain\robert.bates,insufficient-content,49
example_domain\robert.bates,internet-portals,44
example_domain\robert.bates,financial-services,34
example_domain\robert.bates,games,32
example_domain\robert.bates,,23
example_domain\robert.bates,real-estate,13
example_domain\robert.bates,society,13
example_domain\robert.bates,educational-institutions,13
example_domain\robert.bates,shopping,12
example_domain\robert.bates,web-hosting,11
example_domain\robert.bates,music,7
example_domain\robert.bates,motor-vehicles,6
example_domain\robert.bates,sports,6
example_domain\robert.bates,health-and-medicine,2
example_domain\robert.bates,translation,2
example_domain\robert.bates,government,2
example_domain\robert.bates,streaming-media,2
example_domain\robert.bates,auctions,1
example_domain\robert.bates,religion,1
example_domain\robert.bates,social-networking,1
example_domain\robert.bates,personal-sites-and-blogs,1
example_domain\nicholas.thompson,computer-and-internet-info,219793
example_domain\nicholas.thompson,business-and-economy,15757
example_domain\nicholas.thompson,insufficient-content,6708
example_domain\nicholas.thompson,financial-services,4686
example_domain\nicholas.thompson,search-engines,3422
example_domain\nicholas.thompson,content-delivery-networks,361
example_domain\nicholas.thompson,web-advertisements,277
example_domain\nicholas.thompson,internet-portals,226
example_domain\nicholas.thompson,stock-advice-and-tools,116
example_domain\nicholas.thompson,shopping,45
example_domain\nicholas.thompson,entertainment-and-arts,31
example_domain\nicholas.thompson,news,20
example_domain\nicholas.thompson,travel,16
example_domain\nicholas.thompson,web-hosting,6
example_domain\nicholas.thompson,reference-and-research,4
example_domain\nicholas.thompson,internet-communications-and-telephony,4
example_domain\nicholas.thompson,job-search,4
example_domain\nicholas.thompson,legal,2
example_domain\nicholas.thompson,streaming-media,1
example_domain\nicholas.thompson,government,1
example_domain\nicholas.thompson,sports,1
example_domain\david.brown,computer-and-internet-info,244482
example_domain\david.brown,search-engines,3455
example_domain\david.brown,society,1188
example_domain\david.brown,business-and-economy,696
example_domain\david.brown,web-advertisements,452
example_domain\david.brown,content-delivery-networks,424
example_domain\david.brown,social-networking,273
example_domain\david.brown,internet-portals,131
example_domain\david.brown,travel,86
example_domain\david.brown,stock-advice-and-tools,58
example_domain\david.brown,internet-communications-and-telephony,38
example_domain\david.brown,financial-services,14
example_domain\david.brown,music,9
example_domain\david.brown,news,7
example_domain\david.brown,motor-vehicles,7
example_domain\david.brown,,6
example_domain\david.brown,shareware-and-freeware,4
example_domain\david.brown,entertainment-and-arts,3
example_domain\david.brown,reference-and-research,2
example_domain\david.brown,educational-institutions,1
example_domain\david.brown,real-estate,1
example_domain\david.brown,translation,1
example_domain\david.brown,web-hosting,1
example_domain\david.brown,insufficient-content,1
example_domain\david.brown,games,1
example_domain\david.brown,personal-sites-and-blogs,1
example_domain\david.brown,streaming-media,1
example_domain\david.brown,shopping,1
example_domain\holly.lara,computer-and-internet-info,244332
example_domain\holly.lara,search-engines,3096
example_domain\holly.lara,business-and-economy,2161
example_domain\holly.lara,stock-advice-and-tools,252
example_domain\holly.lara,content-delivery-networks,206
example_domain\holly.lara,web-advertisements,75
example_domain\holly.lara,web-hosting,56
example_domain\holly.lara,job-search,40
example_domain\holly.lara,financial-services,31
example_domain\holly.lara,internet-communications-and-telephony,29
example_domain\holly.lara,travel,17
example_domain\holly.lara,internet-portals,11
example_domain\holly.lara,news,10
example_domain\holly.lara,reference-and-research,7
example_domain\holly.lara,legal,7
example_domain\holly.lara,social-networking,5
example_domain\holly.lara,entertainment-and-arts,4
example_domain\holly.lara,insufficient-content,2
example_domain\holly.lara,translation,2
example_domain\holly.lara,training-and-tools,2
example_domain\holly.lara,educational-institutions,2
example_domain\holly.lara,personal-sites-and-blogs,2
example_domain\holly.lara,government,2
example_domain\holly.lara,shopping,1
example_domain\holly.lara,philosophy-and-political-advocacy,1
example_domain\holly.lara,sports,1
example_domain\alexis.kelley,computer-and-internet-info,242862
example_domain\alexis.kelley,search-engines,3592
example_domain\alexis.kelley,stock-advice-and-tools,2478
example_domain\alexis.kelley,business-and-economy,529
example_domain\alexis.kelley,content-delivery-networks,265
example_domain\alexis.kelley,internet-portals,134
example_domain\alexis.kelley,web-advertisements,119
example_domain\alexis.kelley,financial-services,43
example_domain\alexis.kelley,reference-and-research,18
example_domain\alexis.kelley,internet-communications-and-telephony,16
example_domain\alexis.kelley,insufficient-content,13
example_domain\alexis.kelley,news,9
example_domain\alexis.kelley,job-search,9
example_domain\alexis.kelley,shopping,3
example_domain\alexis.kelley,streaming-media,3
example_domain\alexis.kelley,travel,2
example_domain\alexis.kelley,social-networking,2
example_domain\alexis.kelley,auctions,2
example_domain\alexis.kelley,government,1
example_domain\alexis.kelley,translation,1
example_domain\alexis.kelley,web-hosting,1
example_domain\ashley.wiggins,computer-and-internet-info,240037
example_domain\ashley.wiggins,search-engines,3943
example_domain\ashley.wiggins,stock-advice-and-tools,1881
example_domain\ashley.wiggins,society,1457
example_domain\ashley.wiggins,business-and-economy,1213
example_domain\ashley.wiggins,web-advertisements,456
example_domain\ashley.wiggins,content-delivery-networks,349
example_domain\ashley.wiggins,internet-portals,214
example_domain\ashley.wiggins,reference-and-research,195
example_domain\ashley.wiggins,travel,84
example_domain\ashley.wiggins,news,65
example_domain\ashley.wiggins,shareware-and-freeware,54
example_domain\ashley.wiggins,insufficient-content,50
example_domain\ashley.wiggins,social-networking,20
example_domain\ashley.wiggins,shopping,18
example_domain\ashley.wiggins,internet-communications-and-telephony,11
example_domain\ashley.wiggins,entertainment-and-arts,6
example_domain\ashley.wiggins,,5
example_domain\ashley.wiggins,auctions,4
example_domain\ashley.wiggins,web-hosting,4
example_domain\ashley.wiggins,translation,2
example_domain\ashley.wiggins,motor-vehicles,1
example_domain\ashley.wiggins,real-estate,1
example_domain\ashley.wiggins,job-search,1
example_domain\ashley.wiggins,not-resolved,1
example_domain\ashley.wiggins,educational-institutions,1
example_domain\ashley.wiggins,sports,1
example_domain\anna.ramos,computer-and-internet-info,245495
example_domain\anna.ramos,search-engines,2727
example_domain\anna.ramos,stock-advice-and-tools,665
example_domain\anna.ramos,content-delivery-networks,110
example_domain\anna.ramos,business-and-economy,46
example_domain\anna.ramos,web-advertisements,32
example_domain\anna.ramos,shopping,17
example_domain\anna.ramos,personal-sites-and-blogs,3
example_domain\anna.ramos,web-hosting,2
example_domain\anna.ramos,internet-portals,2
example_domain\anna.ramos,reference-and-research,2
example_domain\anna.ramos,entertainment-and-arts,1
example_domain\anna.ramos,streaming-media,1
example_domain\anna.ramos,internet-communications-and-telephony,1
example_domain\anna.ramos,shareware-and-freeware,1
example_domain\anna.ramos,social-networking,1
example_domain\kimberly.banks,computer-and-internet-info,237489
example_domain\kimberly.banks,web-advertisements,4056
example_domain\kimberly.banks,business-and-economy,3041
example_domain\kimberly.banks,search-engines,2629
example_domain\kimberly.banks,content-delivery-networks,836
example_domain\kimberly.banks,shareware-and-freeware,94
example_domain\kimberly.banks,,68
example_domain\kimberly.banks,internet-portals,68
example_domain\kimberly.banks,stock-advice-and-tools,63
example_domain\kimberly.banks,personal-sites-and-blogs,60
example_domain\kimberly.banks,news,38
example_domain\kimberly.banks,internet-communications-and-telephony,23
example_domain\kimberly.banks,games,18
example_domain\kimberly.banks,insufficient-content,16
example_domain\kimberly.banks,motor-vehicles,15
example_domain\kimberly.banks,shopping,14
example_domain\kimberly.banks,reference-and-research,11
example_domain\kimberly.banks,society,10
example_domain\kimberly.banks,streaming-media,7
example_domain\kimberly.banks,travel,7
example_domain\kimberly.banks,music,6
example_domain\kimberly.banks,entertainment-and-arts,5
example_domain\kimberly.banks,real-estate,4
example_domain\kimberly.banks,training-and-tools,4
example_domain\kimberly.banks,social-networking,3
example_domain\kimberly.banks,not-resolved,1
example_domain\kimberly.banks,job-search,1
example_domain\kimberly.banks,sports,1
example_domain\stephen.bowen,computer-and-internet-info,243068
example_domain\stephen.bowen,search-engines,2725
example_domain\stephen.bowen,stock-advice-and-tools,713
example_domain\stephen.bowen,business-and-economy,705
example_domain\stephen.bowen,web-advertisements,701
example_domain\stephen.bowen,content-delivery-networks,141
example_domain\stephen.bowen,job-search,46
example_domain\stephen.bowen,insufficient-content,43
example_domain\stephen.bowen,government,38
example_domain\stephen.bowen,,23
example_domain\stephen.bowen,music,19
example_domain\stephen.bowen,internet-portals,11
example_domain\stephen.bowen,financial-services,9
example_domain\stephen.bowen,health-and-medicine,4
example_domain\stephen.bowen,training-and-tools,4
example_domain\stephen.bowen,reference-and-research,4
example_domain\stephen.bowen,shopping,3
example_domain\stephen.bowen,web-hosting,3
example_domain\stephen.bowen,news,2
example_domain\stephen.bowen,personal-sites-and-blogs,2
example_domain\stephen.bowen,travel,1
example_domain\stephen.bowen,auctions,1
example_domain\stephen.bowen,real-estate,1
example_domain\stephen.bowen,society,1
example_domain\stephen.bowen,entertainment-and-arts,1
example_domain\stephen.bowen,educational-institutions,1
example_domain\michael.hinton,computer-and-internet-info,237571
example_domain\michael.hinton,business-and-economy,3854
example_domain\michael.hinton,search-engines,2898
example_domain\michael.hinton,stock-advice-and-tools,2559
example_domain\michael.hinton,content-delivery-networks,926
