Source User,Category,Verdict,AD Group,Count
example_domain\jeremy.reed,web-hosting,The URL category is going to be allowed provided the user is authenticated,known-user,118
example_domain\jeremy.reed,government,The URL category is going to be allowed provided the user is authenticated,known-user,75
example_domain\jeremy.reed,travel,The URL category is going to be allowed provided the user is authenticated,known-user,72
example_domain\jeremy.reed,society,The URL category is going to be allowed provided the user is authenticated,known-user,48
example_domain\jeremy.reed,social-networking,The URL category is going to be allowed provided the user is authenticated,known-user,33
example_domain\jeremy.reed,music,The URL category is going to be allowed provided the user is authenticated,known-user,21
example_domain\jeremy.reed,health-and-medicine,The URL category is going to be allowed provided the user is authenticated,known-user,13
example_domain\jeremy.reed,,The category is not a standard Palo Alto content/function-based category,irrelevant,10
example_domain\jeremy.reed,real-estate,The URL category is going to be allowed provided the user is authenticated,known-user,9
example_domain\jeremy.reed,legal,The URL category is going to be allowed provided the user is authenticated,known-user,6
example_domain\jeremy.reed,training-and-tools,The URL category is going to be allowed provided the user is authenticated,known-user,6
example_domain\jeremy.reed,entertainment-and-arts,The URL category is going to be allowed provided the user is authenticated,known-user,5
example_domain\jeremy.reed,reference-and-research,The URL category is going to be allowed provided the user is authenticated,known-user,4
example_domain\jeremy.reed,personal-sites-and-blogs,The URL category is going to be allowed provided the user is authenticated,known-user,4
example_domain\jeremy.reed,not-resolved,The URL category is going to be allowed provided the user is authenticated,known-user,3
example_domain\jeremy.reed,sports,The URL category is going to be allowed provided the user is authenticated,known-user,2
example_domain\jeremy.reed,philosophy-and-political-advocacy,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\jeremy.reed,streaming-media,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\erin.carter,computer-and-internet-info,The URL category is going to be allowed provided the user is authenticated,known-user,262125
example_domain\erin.carter,web-advertisements,The URL category is going to be allowed provided the user is authenticated,known-user,8673
example_domain\erin.carter,business-and-economy,The URL category is going to be allowed provided the user is authenticated,known-user,7617
example_domain\erin.carter,search-engines,The URL category is going to be allowed provided the user is authenticated,known-user,5384
example_domain\erin.carter,shopping,The URL category is going to be allowed provided the user is authenticated,known-user,2775
example_domain\erin.carter,content-delivery-networks,The URL category is going to be allowed provided the user is authenticated,known-user,1575
example_domain\erin.carter,news,The URL category is going to be allowed provided the user is authenticated,known-user,1352
example_domain\erin.carter,travel,The URL category is going to be allowed provided the user is authenticated,known-user,475
example_domain\erin.carter,internet-portals,The URL category is going to be allowed provided the user is authenticated,known-user,362
example_domain\erin.carter,financial-services,The URL category is going to be allowed provided the user is authenticated,known-user,130
example_domain\erin.carter,training-and-tools,The URL category is going to be allowed provided the user is authenticated,known-user,92
